PROV,DISTRICT,NAHIA,VILLAGE,EA,EA_EXT,QSN,J01_USE_OF_HOUSE,J01A_TYPE_OF_HOUSE,JO2_MATERIAL_FLOOR,J03_COVER_FLOOR,J04_MATERIAL_WALL,J05_MATERIAL_ROOF,J06_NUM_ROOM,J07_NUM_ROOM_DISP,J08_NUM_ROOM_SLEEP,J09_ENERGY_COOKING,J10_ENERGY_LIGHTING,J11_ENERGY_HEATING,J12_WATER_DRINKING,J13_WATER_COOKING_ETC,J14_KIND_OF_TOILET,J15A_ELECTRICITY,J15B_RADIO,J15C_TV,J16B_MOBILE_PHONE,J15D_LANDLINE_PHONE,J15E_REF,J15F_WASHING_MACHINE,J15G_INTERNET,J16A_WATCH,J16C_COMPUTER,J16D_BICYCLE,J16E_MOTORCYCLE,J16F_CART,J16G_CAR,J16I_MOTORBOAT,J16H_GENERATOR,J17_OWN_LAND,J18_OWN_AGRILAND,J19_OWN_FARM_ANIMALS,J20A_CATTLE,J20B_HORSE,J20C_GOAT,J20D_SHEEP,J20E_CHICKEN,J20F_DUCKS,J21_TENURE_HOUSE
02,01,00,062,001,0,001,1,1,11,2,12,12,08,08,06,08,3,05,32,32,61,1,1,2,1,2,2,2,2,1,2,2,2,2,2,1,2,1,0024,1,03,01,04,97,10,00,1
02,01,00,062,001,0,003,1,1,11,4,12,13,10,04,03,08,4,05,42,42,13,1,1,2,1,2,2,2,2,1,1,1,1,2,2,2,1,1,0010,1,12,00,00,05,20,04,1
02,01,00,062,001,0,004,1,1,11,2,12,12,07,05,03,08,4,05,42,42,13,1,1,2,1,2,2,2,2,1,2,2,2,2,2,2,1,1,0005,1,04,00,00,03,10,00,1
02,01,00,062,001,0,005,1,1,11,2,12,12,02,01,01,08,1,05,42,42,61,2,1,2,2,2,2,2,2,1,2,2,1,2,2,2,2,1,0000,1,01,00,00,02,05,00,1
02,01,00,062,001,0,006,1,1,33,2,12,12,05,03,03,08,4,05,42,42,13,1,2,2,2,2,2,2,2,1,2,1,1,2,2,2,2,1,0005,1,03,00,00,00,10,00,1
02,01,00,062,001,0,007,1,1,33,2,12,12,03,03,02,08,4,05,42,42,13,1,2,2,1,2,2,2,2,1,2,1,2,2,2,2,2,2,    ,1,01,00,00,00,09,00,1
02,01,00,062,001,0,008,1,1,11,4,12,12,05,03,03,08,4,05,31,31,13,1,1,2,1,2,2,2,2,1,2,2,1,2,2,2,1,1,9998,1,10,00,00,03,15,06,1
02,01,00,062,001,0,009,1,1,11,2,12,12,02,01,01,08,4,05,42,42,13,1,2,2,2,2,2,2,2,1,2,2,1,2,2,2,1,1,0002,1,01,00,00,02,05,00,1
02,01,00,062,001,0,010,1,1,11,4,12,12,20,10,10,08,1,05,31,31,13,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,9998,1,15,00,00,00,20,00,1
02,01,00,062,001,0,012,1,1,11,3,12,13,07,04,04,08,4,05,32,32,13,1,1,2,1,2,2,2,2,1,2,1,2,2,2,2,2,1,0003,1,02,02,02,02,06,00,1
02,01,00,062,001,0,013,1,1,11,1,12,12,02,01,01,08,1,05,21,21,12,2,1,2,1,2,2,2,2,1,2,2,2,2,2,2,1,1,0000,2,  ,  ,  ,  ,  ,  ,1
02,01,00,062,001,0,014,1,1,11,2,12,12,04,02,02,10,4,08,21,81,13,1,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,1,0001,1,00,03,00,00,06,00,1
02,01,00,062,001,0,015,1,1,11,4,12,12,04,03,02,10,4,05,32,32,13,1,1,2,1,2,2,2,2,1,2,1,2,2,2,1,1,1,0003,1,02,00,00,00,08,00,1
02,01,00,062,001,0,016,1,1,11,1,12,12,03,02,02,10,1,08,42,42,99,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,    ,1,01,01,00,01,03,02,1
02,01,00,062,001,0,017,1,1,11,4,12,12,08,08,03,10,4,08,42,42,13,1,1,2,1,2,2,2,2,1,2,1,2,2,2,2,1,1,0008,1,02,02,00,08,10,00,1
02,01,00,062,001,0,018,1,1,11,1,12,12,03,02,01,10,1,08,81,81,14,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,1,0002,1,02,00,01,01,02,00,1
02,01,00,062,001,0,019,1,1,11,4,12,12,05,03,03,08,4,05,31,31,13,1,1,2,1,2,2,2,2,1,2,2,2,2,2,2,1,1,0003,1,02,02,00,00,05,00,1
02,01,00,062,001,0,021,1,1,11,2,12,12,05,02,02,08,1,05,81,81,13,2,1,2,1,2,2,2,2,1,2,1,2,2,2,2,2,1,0004,1,02,03,01,03,05,00,1
02,01,00,062,001,0,022,1,1,11,2,23,12,02,01,01,10,4,08,32,32,13,1,1,2,1,2,2,2,2,1,2,2,2,2,2,2,2,1,0000,2,  ,  ,  ,  ,  ,  ,1
02,01,00,062,001,0,023,1,1,11,2,12,13,05,03,02,10,4,08,31,31,12,1,1,2,1,2,2,2,2,1,2,1,2,2,2,2,2,1,0005,2,  ,  ,  ,  ,  ,  ,1
02,01,00,062,001,0,024,1,1,11,1,12,12,05,02,02,10,4,08,31,31,13,1,1,2,1,2,2,2,2,1,2,2,2,2,2,2,1,1,0003,1,02,00,00,00,10,00,1
02,01,00,062,001,0,025,1,1,11,1,12,12,04,03,02,10,1,08,31,31,99,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,0004,1,00,00,00,00,03,00,1
02,01,00,062,001,0,026,1,1,11,2,12,12,12,12,08,08,4,05,32,32,61,1,1,1,1,2,2,2,2,1,2,1,2,2,2,2,2,1,0012,1,03,00,06,06,08,00,1
02,01,00,062,001,0,028,1,1,11,4,12,13,03,02,01,10,4,08,31,31,99,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0004,1,03,01,00,00,20,15,1
02,01,00,062,001,0,029,1,1,33,2,31,35,07,03,02,02,4,04,31,31,13,1,1,1,1,2,2,2,2,1,1,2,2,2,2,2,1,1,0010,1,02,01,00,00,10,00,1
02,01,00,062,001,0,030,1,2,33,2,12,12,02,02,01,08,4,05,31,81,61,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,    ,2,  ,  ,  ,  ,  ,  ,1
02,01,00,062,001,0,031,1,1,11,4,12,12,04,02,02,08,4,05,31,31,13,1,1,2,1,2,2,2,2,1,2,1,1,2,1,2,2,1,0003,1,02,00,03,01,20,00,1
02,01,00,062,001,0,032,1,1,33,2,31,35,06,03,03,08,4,04,31,31,13,1,1,2,1,2,2,2,2,1,1,1,1,2,1,1,1,1,0010,1,05,03,00,00,10,20,1
02,01,00,062,001,0,033,1,1,33,2,33,35,07,03,02,08,4,04,31,31,13,1,1,2,1,2,2,2,2,1,2,1,1,2,1,1,1,1,0009,1,02,02,00,00,15,10,1
02,01,00,062,001,0,034,1,1,11,4,12,12,03,02,02,08,4,05,42,42,13,1,1,2,1,2,2,2,2,1,2,1,2,2,2,2,1,1,0000,1,02,00,03,00,10,00,1
02,01,00,062,001,0,035,1,1,33,4,31,35,05,04,02,10,4,04,42,42,99,1,1,2,1,2,2,2,2,1,2,2,1,2,1,1,2,1,0004,1,03,02,08,80,05,00,1
02,01,00,062,001,0,036,1,1,33,2,31,35,05,05,02,08,4,04,42,42,13,1,1,2,1,2,1,2,2,1,2,1,1,2,1,1,2,1,0005,1,03,02,21,90,10,00,1
02,01,00,062,001,0,037,1,1,33,2,33,35,10,05,03,08,4,05,42,42,99,1,1,2,1,2,2,1,2,2,2,1,1,2,1,1,1,1,0009,1,12,00,30,25,06,00,1
02,01,00,062,001,0,038,1,1,33,2,33,35,05,03,03,08,4,05,42,42,13,1,1,2,1,2,2,2,2,1,2,1,1,2,1,1,1,1,0006,1,09,06,50,97,20,00,1
02,01,00,063,001,0,039,1,1,11,2,12,12,13,07,07,10,4,05,42,42,13,1,1,2,1,2,2,2,2,1,2,2,2,2,2,2,2,1,0003,1,05,01,00,01,03,06,1
02,01,00,063,001,0,041,1,1,11,4,12,12,05,02,02,10,2,08,42,42,13,1,1,2,1,2,2,2,2,1,2,1,2,2,2,2,2,1,0000,1,02,00,00,00,05,05,1
02,01,00,063,001,0,042,1,1,33,2,33,14,14,05,05,08,4,05,81,81,13,1,1,2,1,2,2,2,2,1,2,1,2,2,1,1,2,1,0000,1,01,00,00,00,02,00,1
02,01,00,063,001,0,043,1,1,11,2,12,12,04,02,02,08,4,05,81,81,13,1,1,2,1,2,2,2,2,1,2,1,2,2,1,2,2,1,0004,1,02,00,02,02,15,05,1
02,01,00,063,001,0,044,1,1,11,4,12,13,03,02,02,10,4,08,31,31,13,1,1,2,1,2,2,2,2,1,2,1,2,2,1,2,1,1,0005,1,02,03,00,02,16,00,1
02,01,00,063,001,0,045,1,1,11,2,23,13,08,05,05,10,4,08,32,32,14,1,1,2,2,2,2,2,2,1,2,2,1,2,2,2,1,2,    ,1,06,02,00,05,17,00,1
02,01,00,063,001,0,046,1,1,11,2,12,12,06,03,02,01,3,05,42,42,13,1,1,2,1,2,2,2,2,1,1,1,1,2,2,2,2,1,9998,1,06,01,00,01,10,00,1
02,01,00,063,001,0,047,1,1,33,4,12,13,05,03,03,08,6,05,42,42,13,1,2,2,1,2,2,2,2,1,1,1,1,2,2,1,1,1,0000,1,02,00,00,00,06,00,1
02,01,00,063,001,0,048,1,1,11,2,12,13,06,02,02,01,3,05,31,31,13,1,1,2,1,2,2,2,2,1,1,1,2,2,1,2,2,1,0003,1,03,00,05,20,10,00,1
02,01,00,063,001,0,049,1,1,11,2,12,13,02,01,01,08,3,05,32,32,13,1,2,2,1,2,2,2,2,1,2,1,1,2,2,2,2,1,0001,2,  ,  ,  ,  ,  ,  ,1
02,01,00,063,001,0,050,1,1,11,4,23,13,06,02,02,10,4,08,42,42,13,1,1,2,1,2,2,2,2,1,2,1,1,2,1,2,2,1,0005,1,03,00,00,00,15,10,1
02,01,00,063,001,0,051,1,1,11,4,12,13,04,02,02,10,4,08,42,42,13,1,2,2,1,2,2,2,2,2,2,1,2,2,1,1,2,1,0005,1,02,01,00,02,12,00,1
02,01,00,063,001,0,052,1,1,11,4,12,13,03,02,02,10,4,05,42,42,13,1,2,2,2,2,2,2,2,1,2,1,1,2,1,2,1,1,0003,1,01,01,00,03,10,00,1
02,01,00,063,001,0,053,1,1,11,4,12,12,03,01,01,08,4,05,42,42,13,1,1,2,1,2,2,2,2,1,2,1,1,2,1,2,2,1,0004,1,03,02,00,04,11,00,1
02,01,00,063,001,0,054,1,1,33,4,23,13,02,02,01,04,4,04,32,32,13,1,1,2,1,2,2,2,2,1,2,2,1,2,1,1,2,1,9998,2,  ,  ,  ,  ,  ,  ,1
02,01,00,063,001,0,055,1,1,33,4,12,13,07,03,03,10,3,05,32,32,13,1,1,2,1,2,2,2,2,1,2,2,1,2,1,2,1,1,0003,1,04,01,00,00,12,00,1
02,01,00,063,001,0,057,1,1,11,4,12,13,06,03,03,10,3,05,32,32,13,1,1,2,1,2,1,2,2,1,2,1,1,2,2,2,2,1,0003,1,08,02,01,01,12,00,1
02,01,00,063,001,0,059,1,1,11,4,12,13,06,03,03,08,6,05,31,31,13,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,0004,1,04,01,00,00,10,10,1
02,01,00,063,001,0,060,1,1,11,4,12,13,05,05,02,10,3,08,81,81,13,1,1,2,1,2,2,2,2,1,2,2,2,2,1,2,2,1,0003,1,01,00,00,00,05,00,1
02,01,00,063,001,0,061,1,1,11,2,12,13,09,04,04,10,4,05,81,81,13,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,0002,1,01,03,00,00,05,00,1
02,01,00,063,001,0,062,1,1,33,4,23,13,04,03,03,10,4,08,31,31,13,1,1,1,1,2,2,2,2,1,1,1,1,2,1,2,2,1,9998,1,00,01,00,00,05,00,1
02,01,00,063,001,0,063,1,1,11,4,12,12,02,02,02,08,4,05,31,31,13,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,0002,1,02,00,00,00,05,00,1
02,01,00,063,001,0,064,1,1,11,4,12,12,04,02,02,10,4,08,31,31,13,1,1,2,1,2,2,2,2,1,2,2,2,2,2,2,2,1,0003,1,02,00,00,00,00,00,1
02,01,00,063,001,0,065,1,1,11,4,12,13,05,03,03,10,3,08,31,31,13,1,1,2,2,2,2,2,2,1,2,1,1,2,2,2,1,1,0002,1,01,01,00,00,10,10,1
02,01,00,063,001,0,066,1,1,33,2,12,12,03,02,02,10,3,08,32,32,13,1,1,1,1,2,2,2,2,1,2,1,1,2,2,2,2,1,0005,1,03,00,00,00,10,04,1
02,01,00,063,001,0,067,1,1,11,4,12,12,08,04,04,10,3,08,31,31,13,1,1,1,1,2,2,2,2,1,2,1,1,2,2,2,2,1,0010,1,02,01,00,00,10,03,1
02,01,00,063,001,0,069,1,1,11,2,12,13,04,03,02,10,4,08,31,31,13,1,2,2,1,2,2,2,2,1,2,1,1,2,2,2,2,1,0003,1,03,01,00,02,05,03,1
02,01,00,063,001,0,070,1,1,11,1,12,12,05,03,02,10,3,08,31,31,13,1,1,2,1,2,2,2,2,1,2,2,2,2,2,2,2,1,0005,1,05,02,00,02,07,00,1
02,01,00,063,001,0,071,1,1,11,1,12,12,06,06,02,08,3,08,31,31,13,1,1,2,1,2,2,2,2,1,2,1,1,2,2,2,2,1,0005,1,05,00,00,02,10,05,1
02,01,00,063,001,0,072,1,1,21,2,12,12,06,06,03,08,3,08,31,31,13,1,1,2,1,2,2,2,2,1,2,2,2,2,2,2,2,1,0000,1,05,00,00,01,07,00,1
02,01,00,063,001,0,073,1,1,33,2,12,13,10,08,08,08,3,05,31,31,13,1,1,2,1,2,2,2,2,1,1,1,1,2,2,2,1,1,0010,1,04,02,00,04,20,08,1
02,01,00,063,001,0,075,1,1,11,4,12,12,06,03,03,10,3,05,31,31,13,1,2,2,1,2,2,2,2,1,2,1,2,2,1,2,1,2,    ,1,01,01,00,00,06,00,1
02,01,00,063,001,0,076,1,1,11,2,12,12,06,02,02,08,3,05,31,31,13,1,1,2,1,2,2,2,2,1,2,1,1,2,2,2,2,1,0003,1,04,02,03,04,09,08,1
02,01,00,063,001,0,077,1,1,11,4,12,12,05,03,03,08,3,05,31,31,13,1,1,1,1,2,2,2,2,1,2,1,1,2,1,2,1,1,0006,1,02,01,00,00,10,00,1
02,01,00,063,001,0,078,1,1,33,2,12,13,07,07,02,08,3,08,31,31,61,1,1,1,1,2,2,2,2,1,2,1,1,2,2,1,1,1,0004,1,02,00,00,00,15,00,1
02,01,00,063,001,0,079,1,1,33,2,12,13,03,03,03,08,3,05,32,32,61,1,1,2,1,2,2,2,2,1,2,1,1,2,2,2,2,1,0002,1,05,02,09,07,20,00,1
02,01,00,063,001,0,080,1,1,11,1,12,12,02,02,02,08,3,05,31,31,61,1,1,2,1,2,2,2,2,1,2,2,2,2,2,2,2,1,0006,1,02,01,00,00,15,00,1
02,01,00,063,001,0,081,1,1,33,4,12,12,07,04,03,08,3,05,31,31,61,1,1,2,1,2,2,2,2,1,1,1,1,2,2,2,2,1,0010,1,04,02,01,03,07,00,1
02,01,00,063,001,0,083,1,1,11,4,12,12,10,05,04,08,4,05,31,31,61,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,9998,2,  ,  ,  ,  ,  ,  ,1
02,01,00,063,001,0,084,1,1,11,2,12,12,08,04,03,08,3,05,31,31,61,1,1,2,1,2,2,2,2,1,2,1,2,2,2,1,1,1,0010,1,03,02,06,07,20,10,1
02,01,00,063,001,0,085,1,1,11,2,12,12,02,02,02,08,3,05,31,31,61,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,0000,1,03,01,00,00,00,00,1
02,01,00,063,001,0,086,1,1,11,4,12,12,05,03,02,08,3,05,31,31,61,1,1,2,1,2,2,2,2,1,1,1,1,2,2,2,1,1,9998,2,  ,  ,  ,  ,  ,  ,1
02,01,00,063,001,0,087,1,1,11,1,12,12,03,02,02,08,3,05,21,21,61,1,2,2,1,2,2,2,2,2,2,1,1,2,2,2,2,1,0002,2,  ,  ,  ,  ,  ,  ,1
02,01,00,063,001,0,088,1,1,11,2,12,12,05,03,03,08,3,05,31,31,61,1,1,2,1,2,2,2,2,1,1,1,1,2,2,2,2,1,0004,1,02,01,00,01,10,00,1
02,01,00,063,001,0,089,1,1,33,2,12,13,06,03,03,08,3,05,31,31,61,1,1,2,1,2,2,2,2,1,2,1,2,2,2,2,2,1,0005,1,04,02,00,00,10,00,1
02,01,00,063,001,0,090,1,1,11,4,12,13,07,03,03,08,4,05,31,31,13,1,1,2,1,2,2,2,2,1,2,1,2,2,2,2,2,2,    ,1,03,02,00,01,02,00,4
02,01,00,063,001,0,091,1,1,11,4,12,12,04,02,02,08,3,05,21,21,61,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0004,1,02,00,00,01,06,00,1
02,01,00,063,001,0,092,1,1,11,2,12,12,08,03,05,10,3,08,31,31,13,1,1,2,1,2,2,2,2,1,2,1,1,2,2,1,2,1,0005,1,03,02,10,20,00,00,1
02,01,00,063,001,0,094,1,1,11,4,12,12,03,03,02,08,3,05,31,31,61,1,2,2,1,2,2,2,2,1,2,2,1,2,1,2,2,1,0002,1,01,00,00,00,00,00,1
02,01,00,063,001,0,095,1,1,33,3,12,12,03,02,02,08,3,05,31,31,99,1,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2,1,0004,1,01,02,03,02,09,02,1
02,01,00,063,001,0,096,1,1,11,2,12,13,15,07,05,08,3,05,31,31,99,1,1,1,1,2,1,2,2,1,2,1,1,2,1,2,1,1,0002,1,02,01,00,00,10,05,1
02,01,00,063,001,0,097,1,1,11,4,12,13,05,05,03,08,3,05,81,81,61,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,0005,1,03,01,04,05,09,00,1
02,01,00,063,001,0,098,1,1,33,2,12,12,09,05,03,06,3,04,21,21,14,1,1,1,1,2,1,1,2,1,1,1,1,2,1,2,2,1,0010,1,08,00,00,00,20,00,1
02,01,00,063,001,0,099,1,1,11,4,12,12,02,02,02,08,4,05,31,31,99,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,0004,1,03,00,00,00,10,00,1
02,01,00,063,001,0,100,1,1,11,2,12,13,05,05,04,08,3,08,31,31,61,1,1,2,1,2,2,2,2,1,1,1,1,2,2,2,2,1,0005,1,03,02,00,04,10,00,1
02,01,00,063,001,0,101,1,1,11,4,12,12,07,03,02,08,4,05,21,21,99,1,2,2,1,2,2,2,2,1,2,1,1,2,2,2,2,1,0002,1,01,01,00,00,10,00,1
02,01,00,063,001,0,102,1,1,11,4,12,12,02,02,01,08,4,05,96,96,61,1,1,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,    ,2,  ,  ,  ,  ,  ,  ,1
02,01,00,063,001,0,103,1,1,11,2,12,13,06,03,03,08,3,05,21,21,61,1,1,1,1,2,2,2,2,1,1,1,1,2,2,2,1,1,0010,1,03,02,01,04,06,00,1
02,01,00,063,001,0,105,1,1,11,4,12,12,02,02,02,08,3,05,81,81,61,1,1,1,1,2,2,2,2,2,2,1,2,2,2,2,2,1,0000,2,  ,  ,  ,  ,  ,  ,1
02,01,00,063,001,0,106,1,1,11,2,12,12,07,03,02,08,3,05,31,31,61,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,0005,1,02,01,00,00,00,00,1
02,01,00,064,002,0,001,1,1,11,4,12,12,05,02,02,08,3,05,32,32,61,1,1,2,1,2,2,2,2,1,1,1,2,2,2,2,2,1,0002,1,02,00,00,00,05,00,1
02,01,00,064,002,0,002,1,1,11,2,12,12,05,05,02,10,3,08,32,32,61,1,1,2,1,2,2,2,2,1,2,2,2,2,2,2,2,1,0000,1,02,00,00,00,04,00,1
02,01,00,064,002,0,004,1,1,11,2,12,12,08,03,03,10,3,08,32,32,61,1,1,2,1,2,2,2,2,1,2,2,2,2,2,2,2,1,0000,2,  ,  ,  ,  ,  ,  ,4
02,01,00,064,002,0,005,1,1,11,7,12,12,04,02,02,10,3,08,31,31,61,1,1,2,1,2,2,2,2,1,2,2,2,2,2,2,2,1,0000,2,  ,  ,  ,  ,  ,  ,1
02,01,00,064,002,0,006,1,1,11,2,12,12,11,09,07,09,3,08,32,32,61,1,1,2,1,2,2,2,2,1,2,1,1,2,2,2,2,2,    ,1,03,00,05,01,00,02,4
02,01,00,064,002,0,008,1,1,11,4,12,12,05,03,03,09,3,08,31,31,61,1,1,2,1,2,2,2,2,1,2,1,2,2,2,2,2,1,0000,2,  ,  ,  ,  ,  ,  ,1
02,01,00,064,002,0,009,1,1,11,3,12,12,05,03,02,09,3,08,31,31,61,1,1,2,2,2,2,2,2,1,2,1,1,2,2,2,2,1,0000,1,04,00,00,06,07,00,1
02,01,00,064,002,0,010,1,1,11,4,12,12,07,04,03,09,3,08,31,31,61,1,1,2,1,2,2,2,2,1,2,1,1,2,2,2,2,1,0000,1,01,00,00,03,04,00,1
02,01,00,064,002,0,011,1,1,11,2,12,12,06,04,04,08,3,08,32,32,61,1,1,1,1,2,2,2,2,1,2,1,1,2,2,2,2,2,    ,1,01,00,00,06,09,00,1
02,01,00,064,002,0,012,1,1,11,3,12,12,08,07,07,08,3,05,31,31,61,1,1,1,1,2,2,2,2,1,2,1,1,2,2,2,2,1,0000,1,04,00,09,00,05,00,1
02,01,00,064,002,0,014,1,1,11,2,12,12,06,05,03,10,3,05,32,32,61,1,1,1,1,2,2,2,2,1,1,1,1,2,2,2,2,1,0000,2,  ,  ,  ,  ,  ,  ,1
02,01,00,064,002,0,015,1,1,33,2,12,12,08,04,03,11,3,08,32,32,61,1,1,2,1,2,2,2,2,1,2,2,2,2,2,2,2,1,0001,1,01,00,00,03,00,00,1
02,01,00,064,002,0,016,1,1,11,2,12,12,09,05,05,11,3,08,32,32,61,1,1,2,1,2,2,2,2,1,2,2,1,2,2,2,2,1,0005,1,01,00,00,09,00,00,1
02,01,00,064,002,0,017,1,1,11,4,12,12,09,05,03,11,3,08,32,32,61,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,    ,1,02,00,00,08,02,00,1
02,01,00,064,002,0,018,1,1,21,4,12,12,08,06,04,10,3,08,32,32,61,1,1,2,1,2,2,2,2,1,2,2,2,2,2,2,2,1,0004,1,03,00,00,00,00,00,1
02,01,00,064,002,0,019,1,1,11,4,12,12,07,05,05,09,3,08,32,32,61,1,1,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,    ,2,  ,  ,  ,  ,  ,  ,1
02,01,00,064,002,0,020,1,1,11,2,12,12,12,09,07,08,3,08,32,32,61,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,0003,1,02,01,00,09,03,00,1
02,01,00,064,002,0,022,1,1,11,2,12,12,10,09,06,10,3,08,32,32,61,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,0000,2,  ,  ,  ,  ,  ,  ,1
02,01,00,064,002,0,024,1,1,11,4,12,12,04,03,02,10,3,08,32,32,61,1,1,2,1,2,2,2,2,1,2,1,2,2,2,2,2,1,0001,1,01,00,00,00,00,00,1
02,01,00,064,002,0,025,1,1,11,4,12,12,02,02,01,08,3,08,32,32,61,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,    ,2,  ,  ,  ,  ,  ,  ,1
02,01,00,065,002,0,026,1,1,11,4,12,12,05,04,04,09,3,08,31,31,61,1,1,2,1,2,2,2,2,1,2,1,1,2,2,2,2,1,0004,1,03,01,00,09,03,00,1
02,01,00,065,002,0,027,1,1,11,3,12,12,04,02,01,09,3,08,81,81,61,1,1,2,1,2,2,2,2,1,2,1,1,2,2,2,2,1,0000,1,03,00,00,00,00,00,1
02,01,00,065,002,0,028,1,1,11,4,12,12,08,05,02,09,3,08,32,32,61,1,1,2,1,2,2,2,2,1,2,1,1,2,2,2,2,1,0000,1,02,00,00,03,00,00,1
02,01,00,065,002,0,029,1,1,11,3,12,12,05,03,02,09,3,08,32,32,61,1,1,2,1,2,2,2,2,1,2,1,1,2,2,2,2,1,0000,1,03,00,00,00,00,00,1
02,01,00,065,002,0,030,1,1,11,4,12,12,06,04,02,11,3,08,32,32,61,1,1,2,1,2,2,2,2,1,2,1,2,2,2,2,1,1,0000,1,02,00,00,01,00,00,1
02,01,00,065,002,0,031,1,1,11,2,12,12,05,02,01,11,3,08,32,32,61,1,1,2,1,2,2,2,2,1,2,2,1,2,2,2,2,2,    ,1,01,00,00,03,00,00,1
02,01,00,065,002,0,032,1,1,11,2,12,12,04,02,01,09,3,08,32,32,61,1,1,2,1,2,2,2,2,1,2,1,1,2,2,2,2,2,    ,2,  ,  ,  ,  ,  ,  ,1
02,01,00,065,002,0,033,1,1,11,4,12,12,04,02,02,08,3,08,32,32,61,1,1,2,1,2,2,2,2,1,2,1,1,2,2,2,2,1,0001,1,02,00,03,00,00,00,1
02,01,00,065,002,0,034,1,1,11,2,12,12,03,02,02,08,2,08,32,32,61,1,1,2,1,2,2,2,2,1,2,2,1,2,2,2,2,1,0003,2,  ,  ,  ,  ,  ,  ,1
02,01,00,065,002,0,035,1,1,11,2,12,12,07,05,04,09,3,08,32,32,61,1,1,2,1,2,2,2,2,1,2,1,1,2,2,2,2,1,0000,2,  ,  ,  ,  ,  ,  ,1
02,01,00,065,002,0,036,1,1,11,3,12,12,04,03,03,09,3,08,32,32,61,1,1,2,1,2,2,2,2,1,2,1,2,2,2,2,2,1,0002,1,04,00,00,00,06,00,1
02,01,00,065,002,0,037,1,1,11,4,12,12,03,02,01,09,2,08,32,32,61,1,1,2,2,2,2,2,2,1,2,1,2,2,2,2,2,1,0005,2,  ,  ,  ,  ,  ,  ,1
02,01,00,065,002,0,038,1,1,11,1,12,12,06,05,04,09,3,08,32,32,99,1,2,2,1,2,2,2,2,1,2,1,1,2,2,2,2,1,0000,1,06,00,00,01,00,00,1
02,01,00,065,002,0,039,1,1,11,4,12,12,05,03,02,09,3,05,32,32,61,1,2,2,1,2,2,2,2,1,2,2,2,2,2,2,1,1,0001,1,02,00,00,00,00,00,1
02,01,00,065,002,0,040,1,1,33,2,33,14,07,05,05,05,3,05,31,31,51,1,1,1,1,2,2,1,2,1,2,1,1,2,1,2,2,1,0006,2,  ,  ,  ,  ,  ,  ,1
02,01,00,065,002,0,041,1,1,11,4,12,12,05,03,02,09,3,05,32,32,61,1,1,2,1,2,2,2,2,1,2,1,1,2,2,2,2,1,0000,1,01,00,00,00,03,00,1
02,01,00,065,002,0,042,1,1,11,3,12,12,09,04,04,09,3,08,32,32,61,1,1,2,1,2,2,2,2,2,2,1,1,2,2,2,2,1,0003,1,04,00,00,01,00,00,1
02,01,00,065,002,0,044,1,1,11,4,12,12,06,05,04,09,3,05,32,32,99,1,1,2,1,2,2,2,2,1,2,1,1,2,2,2,2,1,0000,1,06,00,00,01,00,00,1
02,01,00,065,002,0,045,1,1,11,4,12,12,07,05,05,08,3,08,32,32,61,1,2,1,1,2,2,2,2,1,2,1,2,2,2,2,2,1,0000,1,03,00,00,01,00,00,1
02,01,00,065,002,0,046,1,1,11,2,12,12,07,04,02,08,3,08,32,32,61,1,1,2,1,2,2,2,2,1,2,1,1,2,2,2,2,1,0003,1,01,00,00,00,03,00,1
02,01,00,065,002,0,047,1,1,11,3,12,12,06,04,02,09,3,05,32,32,61,1,2,2,1,2,2,2,2,1,2,1,2,2,2,2,1,1,0000,1,05,00,00,00,00,00,1
02,01,00,065,002,0,048,1,1,11,4,12,12,09,06,06,08,3,05,32,32,61,1,1,2,2,2,2,2,2,1,2,1,1,2,2,2,2,1,0000,1,03,00,00,00,03,00,1
02,01,00,065,002,0,049,1,1,11,4,12,12,04,02,02,08,3,08,32,32,61,1,1,2,1,2,2,2,2,1,2,1,1,2,2,2,2,1,0003,1,02,00,00,00,09,00,1
